Return,Volatility,Sharpe Ratio
0.23381207318094363,0.30718996829688305,0.6960255712982966
0.25859208628734964,0.3104551008345649,0.7685236468847405
0.24917277057123083,0.30779898805289185,0.7445533593887256
0.2661366916521066,0.3073937276071662,0.8007212559869048
0.23669480784814106,0.3056935922667927,0.7088627741304491
0.26364721377060707,0.30238351519463125,0.8057556101025608
0.23824951114819537,0.3091717990047181,0.7059166193384436
0.26142751489438965,0.3040210937427463,0.7941143554291615
0.22991672539271,0.3096372372856241,0.6779440587731147
0.25274187291388805,0.3032500502095484,0.7674916220230183
0.2432979596720145,0.31196526059815255,0.715778286479302
0.2354991176175384,0.3081226179855396,0.6993940238027314
0.2542385261051376,0.30215361724118917,0.7752299252408438
0.24754163007542748,0.30290659731947567,0.7511940383240953
0.24469713685142808,0.3080796303557794,0.7293475929971133
0.24655264040678118,0.3029222863266451,0.7478903026715126
0.24436058277390474,0.30728649566724514,0.7301348609112347
0.21793247235363128,0.31887045334520897,0.6207300497025032
0.2287868474195491,0.3109355861805536,0.6714794211374412
0.2688464630825798,0.30673429614647524,0.8112769462328002
0.24722424014767214,0.30790451809045827,0.7379698146583114
0.24659295356043612,0.3024659788295374,0.7491518696988347
0.2586331377912,0.3048561357620346,0.7827729535267511
0.24801639109889267,0.30159986021539736,0.7560228673052015
0.24770772907895336,0.3129740023150352,0.7275611628909228
0.22738572387086345,0.31347950177615863,0.6615607167161702
0.262834465879262,0.30221631020459316,0.8035121126151958
0.2545181627755897,0.3014405265160099,0.7779914847087893
0.24854159316417757,0.302337317366657,0.755915925810163
0.257649042771404,0.3015478149108919,0.7880973796531402
0.23908038417892458,0.3110918208936819,0.704230614451921
0.24392626980974835,0.30381739391226864,0.7370422967764976
0.221176181908771,0.3158529869031663,0.6369298067472361
0.2360378886082271,0.3084631418632415,0.7003685668999913
0.24604273599639045,0.3042809307193936,0.7428751301041798
0.26151038554611894,0.3030065500110196,0.7970467487826115
0.25641306386534124,0.3037549090475603,0.7783020350407736
0.23359443410567102,0.31173044422179014,0.6851895221170723
0.23160713531346058,0.3096214213753026,0.6834382917484396
0.24609591854858948,0.3054912682258843,0.740105993410624
0.2391979295059902,0.30418349299428815,0.720610863358408
0.21594691322739482,0.32413363681856006,0.604525081539377
0.2167674984301569,0.320373176428811,0.6141821878582895
0.2508332328152339,0.3023574527661122,0.7634448256639943
0.2473043716223293,0.30340196219012994,0.7491855688127906
0.25375711507402576,0.30397447061315064,0.7690024580107383
0.23595151196964426,0.3055684682453798,0.7067205370032791
0.26205997972182293,0.3054074307846767,0.7925805180964441
0.2501739396082484,0.30467039365834137,0.7554850894582373
0.24268185688263386,0.30299860031740317,0.7349270150072169
0.26940237621178315,0.30593523783381965,0.8152129776801178
0.2751403707821336,0.3081317908896022,0.8280235221608327
0.24558244618779584,0.30764916528226455,0.7332457605754482
0.25406954445321983,0.3020020734694148,0.7750593953353276
0.23940390120807822,0.30485005655368663,0.7197108758595208
0.24878888466351026,0.30761447494320004,0.7437520120135939
0.24388844343717006,0.3053685205016936,0.7331746018526765
0.24857252196189747,0.3017572081522746,0.7574716221743204
0.25178387993947837,0.30385210721133654,0.7628180764211948
0.2534209049959833,0.3066448683791099,0.7612092327839034
0.241933929498069,0.30415438803012285,0.7296752512282976
0.23020734336240425,0.312764499616385,0.6720946386825546
0.24635411719288647,0.30688590015486356,0.737583958984957
0.2624272304000436,0.3042916256299522,0.7966937305558924
0.24585614890229715,0.305601654138957,0.739054078547626
0.2377250337223033,0.31169118678201674,0.6985280397888527
0.2478186146383548,0.3020705233725709,0.7541901543215639
0.24949425506876133,0.3024064998740836,0.7588932617662598
0.24350365096037277,0.30497416887056245,0.7328609232319361
0.24900810439420168,0.3015711063092882,0.7593834409299589
0.2577665957453265,0.3053120591100144,0.7787658189408465
0.2651024790214432,0.30254106504764683,0.8101461498552016
0.22489571903660688,0.3276275408063338,0.6253922320826021
0.2607748832507305,0.30488651742199263,0.7897196809049927
0.25693852850515553,0.30359982172860844,0.7804303940499602
0.2343061307132544,0.30782812652988295,0.6961876197900008
0.23780427078467986,0.30766914157315445,0.7079171790548016
0.2576192374513385,0.3043610456231392,0.780715012214669
0.2267967696382224,0.31181347341090965,0.6632066516436396
0.2587313864818389,0.30252181774230513,0.7891377496785891
0.23847927512834138,0.30514809667905246,0.7159778399605511
0.24911917784282783,0.302707322262308,0.7569000185740037
0.25562778350014026,0.3020771276595864,0.7800252383413533
0.22017822861367842,0.3196868367865058,0.626169756083395
0.2443711480820026,0.30657230850566936,0.7318702369945242
0.24785041991377485,0.30476819887330675,0.7476187501061852
0.23271842250285377,0.3087178364688464,0.6890383300684987
0.24343079116263605,0.3038421529832768,0.7353515269980774
0.2680170451009715,0.30594334243268856,0.8106633180146368
0.23169508971749733,0.3091049641350109,0.6848647361904973
0.2399330359257455,0.3047012267077869,0.7217989842117197
0.25540385067818616,0.3008237852659812,0.7825307113599669
0.25754059860337003,0.3046594437461749,0.779692221854365
0.22135994849131094,0.3243493009991792,0.6208120315690784
0.2638074232226415,0.3042992432108199,0.8012094300666092
